ICD9Code,ShortDescription
8342,Other tenonectomy
8381,Tendon graft
8422,Finger reattachment
8443,"Fitting of prosthesis of arm, not otherwise specified"
8453,Implantation of internal limb lengthening device with kinetic distraction
8464,"Insertion of partial spinal disc prosthesis, lumbosacral"
7922,"Open reduction of fracture without internal fixation, radius and ulna"
7968,"Debridement of open fracture site, phalanges of foot"
7982,Open reduction of dislocation of elbow
7994,"Unspecified operation on bone injury, phalanges of hand"
7995,"Unspecified operation on bone injury, femur"
7997,"Unspecified operation on bone injury, tarsals and metatarsals"
5359,Repair of other hernia of anterior abdominal wall
5472,Other repair of abdominal wall
5491,Percutaneous abdominal drainage
5494,Creation of peritoneovascular shunt
5531,Marsupialization of kidney lesion
5589,Other repair of kidney
5672,Revision of ureterointestinal anastomosis
5679,Other anastomosis or bypass of ureter
5691,Dilation of ureteral meatus
5731,Cystoscopy through artificial stoma
5797,Replacement of electronic bladder stimulator
8075,"Synovectomy, hip"
8077,"Synovectomy, ankle"
8083,"Other local excision or destruction of lesion of joint, wrist"
8089,"Other local excision or destruction of lesion of joint, other specified sites"
8138,"Refusion of lumbar and lumbosacral spine, anterior column, posterior technique"
8140,"Repair of hip, not elsewhere classified"
817,"""arthroplasty and repair of hand, fingers and wrist"""
8209,Other incision of soft tissue of hand
8252,Recession of tendon of hand
8286,Other tenoplasty of hand
8329,"Other diagnostic procedures on muscle, tendon, fascia, and bursa, including that of hand"
8427,Lower leg or ankle reattachment
7851,"Internal fixation of bone without fracture reduction, scapula, clavicle, and thorax [ribs and sternum]"
7871,"Osteoclasis, scapula, clavicle, and thorax [ribs and sternum]"
7878,"Osteoclasis, tarsals and metatarsals"
7888,"Diagnostic procedures on bone, not elsewhere classified, tarsals and metatarsals"
7926,"Open reduction of fracture without internal fixation, tibia and fibula"
7964,"Debridement of open fracture site, phalanges of hand"
7973,Closed reduction of dislocation of wrist
7975,Closed reduction of dislocation of hip
7987,Open reduction of dislocation of ankle
800,Arthrotomy for removal of prosthesis without replacement
755,Repair of current obstetric laceration of uterus
763,Partial ostectomy of facial bone
77,"""incision, excision, and division of other bones"""
770,Sequestrectomy
7706,"Sequestrectomy, patella"
7717,"Other incision of bone without division, tibia and fibula"
772,Wedge osteotomy
7727,"Wedge osteotomy, tibia and fibula"
7747,"Biopsy of bone, tibia and fibula"
6411,Biopsy of penis
643,Amputation of penis
6492,Incision of penis
6511,Aspiration biopsy of ovary
6562,Other removal of remaining ovary and tube
6571,Other simple suture of ovary
727,Vacuum extraction
728,Other specified instrumental delivery
73,Other procedures inducing or assisting delivery
735,Manually assisted delivery
736,Episiotomy
7643,Other reconstruction of mandible
7662,Open osteoplasty [OSTEOTOMY] of mandibular ramus
7669,Other facial bone repair
773,Other division of bone
7730,"Other division of bone, unspecified site"
7760,"Local excision of lesion or tissue of bone, unspecified site"
7765,"Local excision of lesion or tissue of bone, femur"
7533,Fetal blood sampling and biopsy
7534,Other fetal monitoring
7645,Other total ostectomy of other facial bone
7661,Closed osteoplasty [OSTEOTOMY] of mandibular ramus
7695,Other manipulation of temporomandibular joint
7699,Other operations on facial bones and joints
7710,"Other incision of bone without division, unspecified site"
7713,"Other incision of bone without division, radius and ulna"
7733,"Other division of bone, radius and ulna"
7745,"Biopsy of bone, femur"
7751,Bunionectomy with soft tissue correction and osteotomy of the first metatarsal
7793,"Total ostectomy, radius and ulna"
8533,Unilateral subcutaneous mammectomy with synchronous implant
8548,Bilateral extended radical mastectomy
8605,Incision with removal of foreign body or device from skin and subcutaneous tissue
8675,Revision of pedicle or flap graft
8697,Insertion or replacement of single array rechargeable neurostimulator pulse generator
8712,Other dental x-ray
873,Soft tissue xray of thorax
8819,Other x-ray of abdomen
8822,Skeletal x-ray of elbow and forearm
8041,"Division of joint capsule, ligament, or cartilage, shoulder"
8053,Repair of the anulus fibrosus with graft or prosthesis
8087,"Other local excision or destruction of lesion of joint, ankle"
6299,Other operations on testes
632,Excision of cyst of epididymis
633,Excision of other lesion or tissue of spermatic cord and epididymis
580,Urethrotomy
5849,Other repair of urethra
589,Other operations on urethra
598,Ureteral catheterization
5993,Replacement of ureterostomy tube
620,Incision of testis
6269,Other repair of testis
8446,Fitting of prosthesis below knee
8452,Insertion of recombinant bone morphogenetic protein
847,Adjunct codes for external fixator devices
8493,Separation of unequal conjoined twins
8522,Resection of quadrant of breast
8523,Subtotal mastectomy
8524,Excision of ectopic breast tissue
8534,Other unilateral subcutaneous mammectomy
8536,Other bilateral subcutaneous mammectomy
8543,Unilateral extended simple mastectomy
8572,"Transverse rectus abdominis myocutaneous (TRAM) flap, pedicled"
8585,Muscle flap graft to breast
86,Operations on skin and subcutaneous tissue
8623,"Removal of nail, nail bed, or nail fold"
866,Free skin graft
8666,Homograft to skin
8705,Contrast dacryocystogram
8707,Contrast laryngogram
6591,Aspiration of ovary
661,Diagnostic procedures on fallopian tubes
6611,Biopsy of fallopian tube
6629,Other bilateral endoscopic destruction or occlusion of fallopian tubes
6662,Salpingectomy with removal of tubal pregnancy
801,Other arthrotomy
8030,"Biopsy of joint structure, unspecified site"
8040,"Division of joint capsule, ligament, or cartilage, unspecified site"
8043,"Division of joint capsule, ligament, or cartilage, wrist"
8046,"Division of joint capsule, ligament, or cartilage, knee"
7708,"Sequestrectomy, tarsals and metatarsals"
7709,"Sequestrectomy, other bones"
7724,"Wedge osteotomy, carpals and metacarpals"
7743,"Biopsy of bone, radius and ulna"
7808,"Bone graft, tarsals and metatarsals"
781,Application of external fixator device
7813,"Application of external fixator device, radius and ulna"
7837,"Limb lengthening procedures, tibia and fibula"
7854,"Internal fixation of bone without fracture reduction, carpals and metacarpals"
7874,"Osteoclasis, carpals and metacarpals"
7892,"Insertion of bone growth stimulator, humerus"
793,Open reduction of fracture with internal fixation
794,Closed reduction of separated epiphysis
7940,"Closed reduction of separated epiphysis, unspecified site"
754,Manual removal of retained placenta
759,Other obstetric operations
7594,Immediate postpartum manual replacement of inverted uterus
7639,Partial ostectomy of other facial bone
764,Excision and reconstruction of facial bones
7664,Other orthognathic surgery on mandible
7674,Open reduction of maxillary fracture
7696,Injection of therapeutic substance into temporomandibular joint
7714,"Other incision of bone without division, carpals and metacarpals"
7723,"Wedge osteotomy, radius and ulna"
7754,Excision or correction of bunionette
7777,"Excision of bone for graft, tibia and fibula"
7780,"Other partial ostectomy, unspecified site"
7790,"Total ostectomy, unspecified site"
7792,"Total ostectomy, humerus"
7809,"Bone graft, other bones"
783,Limb lengthening procedures
7838,"Limb lengthening procedures, tarsals and metatarsals"
7849,"Other repair or plastic operations on bone, other bones"
7853,"Internal fixation of bone without fracture reduction, radius and ulna"
7861,"Removal of implanted devices from bone, scapula, clavicle, and thorax [ribs and sternum]"
7870,"Osteoclasis, unspecified site"
7898,"Insertion of bone growth stimulator, tarsals and metatarsals"
7902,"Closed reduction of fracture without internal fixation, radius and ulna"
7903,"Closed reduction of fracture without internal fixation, carpals and metacarpals"
7966,"Debridement of open fracture site, tibia and fibula"
797,Closed reduction of dislocation
7970,Closed reduction of dislocation of unspecified site
8164,Fusion or refusion of 9 or more vertebrae
8201,Exploration of tendon sheath of hand
8229,Excision of other lesion of soft tissue of hand
8255,Other change in hand muscle or tendon length
826,Reconstruction of thumb
8261,Pollicization operation carrying over nerves and blood supply
828,Other plastic operations on hand
8349,Other excision of soft tissue
8372,Recession of tendon
839,"""other operations on muscle, tendon, fascia, and bursa"""
8405,Amputation through forearm
8410,"Lower limb amputation, not otherwise specified"
8416,Disarticulation of knee
8418,Disarticulation of hip
8469,"Revision or replacement of artificial spinal disc prosthesis, not otherwise specified"
8481,Revision of interspinous process device(s)
8840,"Arteriography using contrast material, unspecified site"
8878,Diagnostic ultrasound of gravid uterus
8882,Ocular thermography
8892,Magnetic resonance imaging of chest and myocardium
8897,Magnetic resonance imaging of other and unspecified sites
892,Anatomic and physiologic measurements and manual examinations - genitourinary system
8922,Cystometrogram
8934,Digital examination of rectum
8946,Artificial pacemaker artifact wave form check
8957,Apexcardiogram (with ecg lead)
8968,Monitoring of cardiac output by other technique
9025,"Microscopic examination of specimen from eye, toxicology"
9034,"Microscopic examination of specimen from ear, nose, throat, and larynx, parasitology"
9045,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, toxicology"
9103,"Microscopic examination of specimen from liver, biliary tract, and pancreas, culture and sensitivity"
914,Microscopic examination of specimen from female genital tract
9163,"Microscopic examination of specimen from skin and other integument, culture and sensitivity"
9192,"Microscopic examination of specimen from unspecified site, culture"
9211,Cerebral scan
9223,Radioisotopic teleradiotherapy
6444,Reconstruction of penis
645,"Operations for sex transformation, not elsewhere classified"
6497,Insertion or replacement of inflatable penile prosthesis
6521,Marsupialization of ovarian cyst
6529,Other local excision or destruction of ovary
7819,"Application of external fixator device, other bones"
7847,"Other repair or plastic operations on bone, tibia and fibula"
785,Internal fixation of bone without fracture reduction
7850,"Internal fixation of bone without fracture reduction, unspecified site"
7882,"Diagnostic procedures on bone, not elsewhere classified, humerus"
7917,"Closed reduction of fracture with internal fixation, tarsals and metatarsals"
7923,"Open reduction of fracture without internal fixation, carpals and metacarpals"
7930,"Open reduction of fracture with internal fixation, unspecified site"
7952,"Open reduction of separated epiphysis, radius and ulna"
7961,"Debridement of open fracture site, humerus"
7962,"Debridement of open fracture site, radius and ulna"
7971,Closed reduction of dislocation of shoulder
8074,"Synovectomy, hand and finger"
81,Repair of plastic operations on joint structures
811,Arthrodesis and arthroereisis of foot and ankle
8121,Arthrodesis of hip
8157,Replacement of joint of foot and toe
8193,Suture of capsule or ligament of upper extremity
8241,Suture of tendon sheath of hand
8245,Other suture of other tendon of hand
8254,Reattachment of muscle of hand
8257,Other hand tendon transposition
6829,Other excision or destruction of lesion of uterus
683,Subtotal abdominal hysterectomy
6951,Aspiration curettage of uterus for termination of pregnancy
7031,Hymenectomy
7063,Vaginal construction with graft or prosthesis
713,Other local excision or destruction of vulva and perineum
6291,Aspiration of testis
6383,Epididymovasostomy
6384,Removal of ligature from vas deferens
8778,Ileal conduitogram
8789,Other x-ray of female genital organs
8811,Pelvic opaque dye contrast radiography
8891,Magnetic resonance imaging of brain and brain stem
8935,Transillumination of nasal sinuses
8947,Artificial pacemaker electrode impedance check
8955,Phonocardiogram with ecg lead
9015,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, toxicology"
9042,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, culture"
9053,"Microscopic examination of blood, culture and sensitivity"
9083,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, culture and sensitivity"
9091,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, bacterial smear"
7491,Hysterotomy to terminate pregnancy
7562,Repair of current obstetric laceration of rectum and sphincter ani
758,Obstetric tamponade of uterus or vagina
7619,Other diagnostic procedures on facial bones and joints
765,Temporomandibular arthroplasty
776,Local excision of lesion or tissue of bone
7776,"Excision of bone for graft, patella"
7791,"Total ostectomy, scapula, clavicle, and thorax [ribs and sternum]"
7814,"Application of external fixator device, carpals and metacarpals"
7825,"Limb shortening procedures, femur"
7841,"Other repair or plastic operations on bone, scapula, clavicle, and thorax [ribs and sternum]"
7845,"Other repair or plastic operations on bone, femur"
7848,"Other repair or plastic operations on bone, tarsals and metatarsals"
7891,"Insertion of bone growth stimulator, scapula, clavicle and thorax [ribs and sternum]"
790,Closed reduction of fracture without internal fixation
791,Closed reduction of fracture with internal fixation
7914,"Closed reduction of fracture with internal fixation, phalanges of hand"
7933,"Open reduction of fracture with internal fixation, carpals and metacarpals"
7936,"Open reduction of fracture with internal fixation, tibia and fibula"
7942,"Closed reduction of separated epiphysis, radius and ulna"
7951,"Open reduction of separated epiphysis, humerus"
7963,"Debridement of open fracture site, carpals and metacarpals"
7992,"Unspecified operation on bone injury, radius and ulna"
80,Incision and excision of joint structures
8015,"Other arthrotomy, hip"
8018,"Other arthrotomy, foot and toe"
8026,"Arthroscopy, knee"
8031,"Biopsy of joint structure, shoulder"
7998,"Unspecified operation on bone injury, phalanges of foot"
8006,"Arthrotomy for removal of prosthesis without replacement, knee"
8012,"Other arthrotomy, elbow"
8038,"Biopsy of joint structure, foot and toe"
7764,"Local excision of lesion or tissue of bone, carpals and metacarpals"
7767,"Local excision of lesion or tissue of bone, tibia and fibula"
7786,"Other partial ostectomy, patella"
779,Total ostectomy
7883,"Diagnostic procedures on bone, not elsewhere classified, radius and ulna"
7895,"Insertion of bone growth stimulator, femur"
7916,"Closed reduction of fracture with internal fixation, tibia and fibula"
6576,Laparoscopic salpingo-oophoroplasty
6579,Other repair of ovary
6602,Salpingostomy
6673,Salpingo-salpingostomy
93,"""physical therapy, respiratory therapy, rehabilitation, and related procedures"""
9301,Functional evaluation
9308,Electromyography
9311,Assisting exercise
9321,Manual and mechanical traction
9323,Fitting of orthotic device
9343,Intermittent skeletal traction
935,"""other immobilization, pressure, and attention to wound"""
9358,Application of pressure trousers
9401,Administration of intelligence test
9449,Other counseling
8511,Closed [PERCUTANEOUS] [NEEDLE] biopsy of breast
8521,Local excision of lesion of breast
8546,Bilateral radical mastectomy
8592,Injection of therapeutic agent into breast
860,Incision of skin and subcutaneous tissue
8602,Injection or tattooing of skin lesion or defect
8626,Ligation of dermal appendage
8695,"Insertion or replacement of multiple array neurostimulator pulse generator, not specified as rechargeable"
8733,Mediastinal pneumogram
880,Soft tissue xray of abdomen
8401,Amputation and disarticulation of finger
841,Amputation of lower limb
8412,Amputation through foot
8421,Thumb reattachment
8483,Revision of pedicle-based dynamic stabilization device(s)
8512,Open biopsy of breast
6519,Other diagnostic procedures on ovaries
721,Low forceps operation with episiotomy
8049,"Division of joint capsule, ligament, or cartilage, other specified sites"
805,"""excision, destruction and other repair of intervertebral disc"""
808,Other local excision or destruction of lesion of joint
8095,"Other excision of joint, hip"
8114,Midtarsal fusion
8122,Arthrodesis of knee
8128,Interphalangeal fusion
8133,"Refusion of other cervical spine, posterior column, posterior technique"
8073,"Synovectomy, wrist"
8081,"Other local excision or destruction of lesion of joint, shoulder"
8082,"Other local excision or destruction of lesion of joint, elbow"
8091,"Other excision of joint, shoulder"
8093,"Other excision of joint, wrist"
8104,"Dorsal and dorsolumbar fusion of the anterior column, anterior technique"
9095,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, toxicology"
9106,"Microscopic examination of specimen from liver, biliary tract, and pancreas, cell block and papanicolaou smear"
911,Microscopic examination of peritoneal and retroperitoneal specimen
9131,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, bacterial smear"
9143,"Microscopic examination of specimen from female genital tract, culture and sensitivity"
9155,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, toxicology"
9159,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, other microscopic examination"
9166,"Microscopic examination of specimen from skin and other integument, cell block and papanicolaou smear"
9169,"Microscopic examination of specimen from skin and other integument, other microscopic examination"
9173,"Microscopic examination of specimen from operative wound, culture and sensitivity"
919,Microscopic examination of specimen from unspecified site
9194,"Microscopic examination of specimen from unspecified site, parasitology"
9219,Scan of other sites
9221,Superficial radiation
9241,Intra-operative electron radiation therapy
9332,Whirlpool treatment
9341,Spinal traction using skull device
9346,Other skin traction of limbs
9357,Application of other wound dressing
9372,Dysphasia training
9398,Other control of atmospheric pressure and composition
9399,Other respiratory procedures
9408,Other psychologic evaluation and testing
7667,Reduction genioplasty
7672,Open reduction of malar and zygomatic fracture
7673,Closed reduction of maxillary fracture
7675,Closed reduction of mandibular fracture
7704,"Sequestrectomy, carpals and metacarpals"
7732,"Other division of bone, humerus"
775,Excision and repair of bunion and other toe deformities
7759,Other bunionectomy
7783,"Other partial ostectomy, radius and ulna"
7784,"Other partial ostectomy, carpals and metacarpals"
7818,"Application of external fixator device, tarsals and metatarsals"
7844,"Other repair or plastic operations on bone, carpals and metacarpals"
7862,"Removal of implanted devices from bone, humerus"
7877,"Osteoclasis, tibia and fibula"
8019,"Other arthrotomy, other specified sites"
8023,"Arthroscopy, wrist"
8042,"Division of joint capsule, ligament, or cartilage, elbow"
6821,Division of endometrial synechiae
69,Other operations on uterus and supporting structures
690,Dilation and curettage of uterus
6909,Other dilation and curettage
692,Repair of uterine supporting structures
7013,Lysis of intraluminal adhesions of vagina
7111,Biopsy of vulva
7119,Other diagnostic procedures on vulva
712,Operations on bartholin's gland (CYST)
7991,"Unspecified operation on bone injury, humerus"
8009,"Arthrotomy for removal of prosthesis without replacement, other specified sites"
8025,"Arthroscopy, hip"
8032,"Biopsy of joint structure, elbow"
8033,"Biopsy of joint structure, wrist"
8034,"Biopsy of joint structure, hand and finger"
8044,"Division of joint capsule, ligament, or cartilage, hand and finger"
9523,Visual evoked potential [VEP]
9524,Electronystagmogram [ENG]
953,Special vision services
9547,"Hearing examination, not otherwise specified"
9549,Other nonoperative procedures related to hearing
9606,Insertion of sengstaken tube
9617,Insertion of vaginal diaphragm
9632,Gastric freezing
9634,Other irrigation of (NASO-)gastric tube
9638,Removal of impacted feces
9644,Vaginal douche
970,Nonoperative replacement of gastrointestinal appliances
9737,Removal of tracheostomy tube
9754,Removal of cholecystostomy tube
667,Repair of fallopian tube
6699,Other operations on fallopian tubes
670,Dilation of cervical canal
8136,"Refusion of lumbar and lumbosacral spine, anterior column, anterior technique"
8152,Partial hip replacement
8184,Total elbow replacement
820,"""incision of muscle, tendon, fascia, and bursa of hand"""
821,"""division of muscle, tendon, and fascia of hand"""
8219,Other division of soft tissue of hand
824,"""suture of muscle, tendon, and fascia of hand"""
8253,Reattachment of tendon of hand
8258,Other hand muscle transfer or transplantation
8269,Other reconstruction of thumb
83,"""operations on muscle, tendon, fascia, and bursa, except hand"""
8312,Adductor tenotomy of hip
836,"""suture of muscle, tendon, and fascia"""
8382,Graft of muscle or fascia
8574,"Deep inferior epigastric artery perforator (DIEP) flap, free"
8603,Incision of pilonidal sinus or cyst
8604,Other incision with drainage of skin and subcutaneous tissue
861,Diagnostic procedures on skin and subcutaneous tissue
862,Excision or destruction of lesion or tissue of skin and subcutaneous tissue
8663,Full-thickness skin graft to other sites
868,Other repair and reconstruction of skin and subcutaneous tissue
8681,Repair for facial weakness
8689,Other repair and reconstruction of skin and subcutaneous tissue
8692,Electrolysis and other epilation of skin
8698,Insertion or replacement of multiple array (two or more) rechargeable neurostimulator pulse generator
8772,Other nephrotomogram
878,Xray of female genital organs
8812,Pelvic gas contrast radiography
8816,Other retroperitoneal x-ray
8834,Lymphangiogram of upper limb
8863,Phlebography of other intrathoracic veins using contrast material
8884,Muscle thermography
8898,Bone mineral density studies
890,"""diagnostic interview, consultation, and evaluation"""
8901,"Interview and evaluation, described as brief"
8916,Transillumination of newborn skull
8931,Dental examination
8945,Artificial pacemaker rate check
900,Microscopic examination of specimen from nervous system and of spinal fluid
9043,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, culture and sensitivity"
9126,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, cell block and papanicolaou smear"
9184,"Microscopic examination of specimen from other site, parasitology"
9196,"Microscopic examination of specimen from unspecified site, cell block and papanicolaou smear"
9199,"Microscopic examination of specimen from unspecified site, other microscopic examination"
9213,Parathyroid scan
9214,Bone scan
9232,Multi-source photon radiosurgery
8182,Repair of recurrent dislocation of shoulder
8185,Other repair of elbow
8259,Other hand muscle transposition
8284,Repair of mallet finger
8293,Aspiration of other soft tissue of hand
8294,Injection of therapeutic substance into bursa of hand
8332,Excision of lesion of muscle
834,"""other excision of muscle, tendon, and fascia"""
8375,Tendon transfer or transplantation
8392,Insertion or replacement of skeletal muscle stimulator
8408,Disarticulation of shoulder
8409,Interthoracoscapular amputation
8459,Insertion of other spinal devices
8050,"Excision or destruction of intervertebral disc, unspecified"
8086,"Other local excision or destruction of lesion of joint, knee"
8090,"Other excision of joint, unspecified site"
8097,"Other excision of joint, ankle"
8101,Atlas-axis spinal fusion
812,Arthrodesis of other joint
8154,Total knee replacement
8166,Percutaneous vertebral augmentation
8203,Bursotomy of hand
8242,Delayed suture of flexor tendon of hand
8299,"Other operations on muscle, tendon, and fascia of hand"
8303,Bursotomy
9434,Individual therapy for psychosexual dysfunction
9462,Alcohol detoxification
9463,Alcohol rehabilitation and detoxification
9468,Combined alcohol and drug detoxification
9507,Dark adaptation study
9511,Fundus photography
9514,X-ray study of eye
9535,Orthoptic training
954,Nonoperative procedures related to hearing
9543,Audiological evaluation
738,Operations on fetus to facilitate delivery
743,Removal of extratubal ectopic pregnancy
749,Cesarean section of unspecified type
8071,"Synovectomy, shoulder"
809,Other excision of joint
8096,"Other excision of joint, knee"
8108,"Lumbar and lumbosacral fusion of the anterior column, posterior technique"
8112,Triple arthrodesis
8125,Carporadial fusion
8132,"Refusion of other cervical spine, anterior column, anterior technique"
8146,Other repair of the collateral ligaments
8173,Total wrist replacement
8196,Other repair of joint
8212,Fasciotomy of hand
7969,"Debridement of open fracture site, other specified bone"
7985,Open reduction of dislocation of hip
7999,"Unspecified operation on bone injury, other specified bone"
8005,"Arthrotomy for removal of prosthesis without replacement, hip"
8007,"Arthrotomy for removal of prosthesis without replacement, ankle"
8014,"Other arthrotomy, hand and finger"
726,Forceps application to aftercoming head
6901,Dilation and curettage for termination of pregnancy
7032,Excision or destruction of lesion of cul-de-sac
9784,"Removal of sutures from trunk, not elsewhere classified"
9826,Removal of foreign body from hand without incision
9827,"Removal of foreign body without incision from upper limb, except hand"
9911,Injection of rh immune globulin
9923,Injection of steroid
9943,Vaccination against yellow fever
9947,Vaccination against rubella
9954,Prophylactic vaccination against other arthropod-borne viral diseases
9983,Other phototherapy
8850,"Angiocardiography, not otherwise specified"
8873,Diagnostic ultrasound of other sites of thorax
8906,"Consultation, described as limited"
8967,Monitoring of cardiac output by oxygen consumption technique
9004,"Microscopic examination of specimen from nervous system and of spinal fluid, parasitology"
9054,"Microscopic examination of blood, parasitology"
9059,"Microscopic examination of blood, other microscopic examination"
9092,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, culture"
915,Microscopic examination of specimen from musculoskeletal system and of joint fluid
9152,"Microscopic examination of specimen from musculoskeletal system and of joint fluid, culture"
9185,"Microscopic examination of specimen from other site, toxicology"
922,Therapeutic radiology and nuclear medicine
8402,Amputation and disarticulation of thumb
8442,Fitting of prosthesis of lower arm and hand
8445,Fitting of prosthesis above knee
845,Implantation of other musculoskeletal devices and substances
846,Replacement of spinal disc
8466,"Revision or replacement of artificial spinal disc prosthesis, cervical"
848,"""insertion, replacement and revision of posterior spinal motion preservation device (s)"""
8480,Insertion or replacement of interspinous process device(s)
8552,Bilateral injection into breast for augmentation
8591,Aspiration of breast
9319,"Exercise, not elsewhere classified"
9338,Combined physical therapy without mention of the components
9377,Training in braille or moon
9419,Other psychiatric interview and evaluation
943,Individual psychotherapy
9441,Group therapy for psychosexual dysfunction
8520,"Excision or destruction of breast tissue, not otherwise specified"
8594,Removal of implant of breast
8595,Insertion of breast tissue expander
8670,"Pedicle or flap graft, not otherwise specified"
8690,Extraction of fat for graft or banking
8691,Excision of skin for graft
8709,"Other soft tissue x-ray of face, head, and neck"
8716,Other x-ray of facial bones
8717,Other x-ray of skull
8809,Other soft tissue x-ray of abdominal wall
882,Skeletal xray of extremities and pelvis
9624,Dilation and manipulation of enterostomy stoma
9626,Manual reduction of rectal prolapse
9628,Manual reduction of enterostomy prolapse
9646,Irrigation of ureterostomy and ureteral catheter
9751,Removal of gastrostomy tube
9786,Removal of other device from abdomen
9803,Removal of intraluminal foreign body from stomach and small intestine without incision
9851,"Extracorporeal shockwave lithotripsy [ESWL] of the kidney, ureter and/or bladder"
9902,Transfusion of previously collected autologous blood
9908,Transfusion of blood expander
991,Injection or infusion of therapeutic or prophylactic substance
9913,Immunization for autoimmune disease
993,Prophylactic vaccination and inoculation against certain bacterial disease
9932,Vaccination against typhoid and paratyphoid fever
8319,Other division of soft tissue
8371,Advancement of tendon
8373,Reattachment of tendon
8376,Other tendon transposition
838,"""other plastic operations on muscle, tendon, and fascia"""
8388,Other plastic operations on tendon
8393,Removal of skeletal muscle stimulator
8417,Amputation above knee
8419,Abdominopelvic amputation
842,Reattachment of extremity
8423,"Forearm, wrist, or hand reattachment"
844,Implantation or fitting of prosthetic limb device
8456,Insertion or replacement of (CEMENT) spacer
8457,Removal of (CEMENT) spacer
8492,Separation of equal conjoined twins
851,Diagnostic procedures on breast
8079,"Synovectomy, other specified sites"
8092,"Other excision of joint, elbow"
8124,Arthrodesis of elbow
8126,Metacarpocarpal fusion
8142,Five-in-one repair of knee
8143,Triad knee repair
8156,Total ankle replacement
816,Other procedures on spine
8165,Percutaneous vertebroplasty
8174,Arthroplasty of carpocarpal or carpometacarpal joint with implant
819,Other operations on joint structures
8211,Tenotomy of hand
8296,Other injection of locally-acting therapeutic substance into soft tissue of hand
8341,Excision of tendon for graft
8343,Excision of muscle or fascia for graft
8344,Other fasciectomy
7569,Repair of other current obstetric laceration
760,Incision of facial bone without division
7644,Total ostectomy of other facial bone with synchronous reconstruction
7694,Open reduction of temporomandibular dislocation
7700,"Sequestrectomy, unspecified site"
7705,"Sequestrectomy, femur"
7736,"Other division of bone, patella"
7738,"Other division of bone, tarsals and metatarsals"
7749,"Biopsy of bone, other bones"
7753,Other bunionectomy with soft tissue correction
777,Excision of bone for graft
7910,"Closed reduction of fracture with internal fixation, unspecified site"
7937,"Open reduction of fracture with internal fixation, tarsals and metatarsals"
7955,"Open reduction of separated epiphysis, femur"
7956,"Open reduction of separated epiphysis, tibia and fibula"
7959,"Open reduction of separated epiphysis, other specified bone"
7967,"Debridement of open fracture site, tarsals and metatarsals"
7977,Closed reduction of dislocation of ankle
8000,"Arthrotomy for removal of prosthesis without replacement, unspecified site"
8002,"Arthrotomy for removal of prosthesis without replacement, elbow"
8281,"Transfer of finger, except thumb"
8283,Repair of macrodactyly
837,Reconstruction of muscle and tendon
8377,Muscle transfer or transplantation
8414,Amputation of ankle through malleoli of tibia and fibula
8415,Other amputation below knee
8425,Toe reattachment
8448,Implantation of prosthetic device of leg
8451,Insertion of interbody spinal fusion device
8455,Insertion of bone void filler
8465,"Insertion of total spinal disc prosthesis, lumbosacral"
850,Mastotomy
852,Excision or destruction of breast tissue
7229,Other mid forceps operation
724,Forceps rotation of fetal head
923,Stereotactic radiosurgery
9324,Training in use of prosthetic or orthotic device
9327,Stretching of muscle or tendon
9378,Other rehabilitation for the blind
9384,Music therapy
9435,Crisis intervention
9453,Referral for alcoholism rehabilitation
950,General and subjective eye examination
8619,Other diagnostic procedures on skin and subcutaneous tissue
8621,Excision of pilonidal cyst or sinus
8627,"Debridement of nail, nail bed, or nail fold"
8674,Attachment of pedicle or flap graft to other sites
8694,"Insertion or replacement of single array neurostimulator pulse generator, not specified as rechargeable"
8706,Contrast radiogram of nasopharynx
8708,Cervical lymphangiogram
8711,Full-mouth x-ray of teeth
8713,Temporomandibular contrast arthrogram
8732,Other contrast bronchogram
8771,Computerized axial tomography of kidney
8773,Intravenous pyelogram
8779,Other x-ray of the urinary system
8784,Percutaneous hysterogram
8795,Other x-ray of epididymis and vas deferens
88,Other diagnostic radiology and related techniques
8826,Other skeletal x-ray of pelvis and hip
8835,Other soft tissue x-ray of upper limb
8858,Negative-contrast cardiac roentgenography
8877,Diagnostic ultrasound of peripheral vascular system
8886,Blood vessel thermography
8902,"Interview and evaluation, described as limited"
8933,Digital examination of enterostomy stoma
8943,Cardiovascular stress test using bicycle ergometer
9016,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, cell block and papanicolaou smear"
9026,"Microscopic examination of specimen from eye, cell block and papanicolaou smear"
9029,"Microscopic examination of specimen from eye, other microscopic examination"
