ICD9Code,ShortDescription
94109,"Burn of unspecified degree of multiple sites [except with eye] of face, head, and neck"
94125,"Blisters, epidermal loss [second degree] of nose (SEPTUM)"
94129,"Blisters, epidermal loss [second degree] of multiple sites [except with eye] of face, head, and neck"
94141,"Deep necrosis of underlying tissues [deep third degree]) without mention of loss of a body part, ear [any part]"
94239,"Full-thickness skin loss [third degree, not otherwise specified] of other and multiple sites of trunk"
94252,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of chest wall, excluding breast and nipple"
943,Burn of upper limb except wrist and hand
94306,Burn of unspecified degree of scapular region
94312,Erythema [first degree] of elbow
94316,Erythema [first degree] of scapular region
94352,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of elbow"
94407,Burn of unspecified degree of wrist
9442,Blisters with epidermal loss due to burn (second degree) of wrist(s) and hand(s)
9443,Full-thickness skin loss due to burn (third degree) of wrist(s) and hand(s)
94431,"Full-thickness skin loss [third degree, not otherwise specified] of single digit [finger (NAIL)] other than thumb"
94434,"Full-thickness skin loss [third degree, not otherwise specified] of two or more digits of hand including thumb"
94440,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, hand, unspecified site"
94504,Burn of unspecified degree of lower leg
94514,Erythema [first degree] of lower leg
94539,Full-thickness skin loss [third degree nos] of multiple sites of lower limb(s)
85223,"Subdural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85234,"Subdural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
85235,"Subdural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85300,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85301,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
85404,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
860,Traumatic pneumothorax and hemothorax
8629,"Injury to multiple and unspecified intrathoracic organs, with open wound into cavity"
86342,"Injury to transverse colon, without mention of open wound into cavity"
86383,"Injury to pancreas, tail, without mention of open wound into cavity"
86403,"Injury to liver without mention of open wound into cavity, laceration, moderate"
86405,"Injury to liver without mention of open wound into cavity laceration, unspecified"
86602,"Injury to kidney without mention of open wound into cavity, laceration"
8675,"Injury to uterus, with open wound into cavity"
86812,"Injury to other intra-abdominal organs with open wound into cavity, bile duct and gallbladder"
870,Open wound of ocular adnexa
8715,Penetration of eyeball with magnetic foreign body
8720,Open wound of external ear without mention of complication
8730,"Open wound of scalp, without mention of complication"
87341,"Open wound of cheek, without mention of complication"
881,Open wound of elbow forearm and wrist
88122,"Open wound of wrist, with tendon involvement"
8822,"Open wound of hand except finger(s) alone, with tendon involvement"
8850,"Traumatic amputation of thumb (COMPLETE)(PARTIAL), without mention of complication"
9659,Poisoning by unspecified analgesic and antipyretic
9661,Poisoning by hydantoin derivatives
9685,Surface (TOPICAL) and infiltration anesthetics
96900,"Poisoning by antidepressant, unspecified"
9691,Poisoning by phenothiazine-based tranquilizers
96971,Poisoning by caffeine
9719,Poisoning by unspecified drug primarily affecting autonomic nervous system
9724,Poisoning by coronary vasodilators
9730,Poisoning by antacids and antigastric secretion drugs
9738,Poisoning by other specified agents primarily affecting the gastrointestinal system
9778,Poisoning by other specified drugs and medicinal substances
9795,Poisoning by poliomyelitis vaccine
982,Toxic effect of solvents other than petroleum-based
9832,Toxic effect of caustic alkalis
9856,Toxic effect of chromium
9870,Toxic effect of liquefied petroleum gases
9877,Toxic effect of hydrocyanic acid gas
9880,Toxic effect of fish and shellfish eaten as food
9890,Toxic effect of hydrocyanic acid and cyanides
9892,Toxic effect of chlorinated hydrocarbons
992,Effects of heat and light
9923,"Heat exhaustion, anhydrotic"
9939,Unspecified effect of air pressure
9943,Effects of thirst
99552,Child neglect (NUTRITIONAL)
9956,Anaphylactic reaction due to food
831,Dislocation of shoulder
83102,Closed posterior dislocation of humerus
83219,"Open dislocation of elbow, other"
83510,"Open dislocation of hip, unspecified site"
83513,Other open anterior dislocation of hip
83900,"Closed dislocation, cervical vertebra, unspecified"
83941,"Closed dislocation, coccyx"
84210,"Sprain of hand, unspecified site"
84211,Sprain of carpometacarpal (JOINT) of hand
8439,Sprains and strains of unspecified site of hip and thigh
844,Sprains and strains of knee and leg
84501,"Sprain of deltoid (LIGAMENT), ankle"
8451,Foot sprain
8484,Sternum sprain
84841,Sprain of sternoclavicular (JOINT) (LIGAMENT)
85101,"Cortex (CEREBRAL) contusion without mention of open intracranial wound, with no loss of consciousness"
85110,"Cortex (CEREBRAL) contusion with open intracranial wound, unspecified state of consciousness"
85112,"Cortex (CEREBRAL) contusion with open intracranial wound, with brief [less than one hour] loss of consciousness"
85132,"Cortex (CEREBRAL) laceration with open intracranial wound, with brief [less than one hour] loss of consciousness"
8515,Cerebellar or brain stem contusion with open intracranial wound
85195,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85225,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85236,"Subdural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
80615,Open fracture of c5-c7 level with unspecified spinal cord injury
80629,Closed fracture of t7-t12 level with other specified spinal cord injury
80635,Open fracture of t7-t12 level with unspecified spinal cord injury
8066,Closed fracture of sacrum and coccyx with spinal cord injury
8067,Open fracture of sacrum and coccyx with spinal cord injury
80679,Open fracture of sacrum and coccyx with other spinal cord injury
80709,"Closed fracture of multiple ribs, unspecified"
8110,Closed fracture of scapula
81111,Open fracture of acromial process of scapula
81220,Closed fracture of unspecified part of humerus
81240,Closed fracture of unspecified part of lower end of humerus
81250,Open fracture of unspecified part of lower end of humerus
81342,Other closed fractures of distal end of radius (ALONE)
81343,Closed fracture of distal end of ulna (ALONE)
81346,Torus fracture of ulna (ALONE)
8139,Fracture of unspecified part of radius with ulna open
81391,Open fracture of unspecified part of radius (ALONE)
8181,Ill-defined open fractures of upper limb
82032,Open fracture of subtrochanteric section of neck of femur
8213,Fracture of lower end of femur open
83101,Closed anterior dislocation of humerus
83109,"Closed dislocation of shoulder, other"
83210,"Open dislocation of elbow, unspecified"
83315,"Open dislocation of metacarpal (BONE), proximal end"
75527,"Longitudinal deficiency, ulnar, complete or partial (with or without distal deficiencies, incomplete)"
7556,Other congenital anomalies of lower limb including pelvic girdle
75617,Spina bifida occulta
7563,Other anomalies of ribs and sternum
7566,Anomalies of diaphragm
75671,Prune belly syndrome
75682,Accessory muscle
7580,Down's syndrome
7585,Other conditions due to autosomal anomalies
7594,Conjoined twins
7617,Malpresentation before labor affecting fetus or newborn
76384,Meconium passage during delivery
7640,Light-for-dates infant without mention of fetal malnutrition
76403,"""light-for-dates"" without mention of fetal malnutrition, 750-999 grams"
76416,"""light-for-dates"" with signs of fetal malnutrition, 1,500-1,749 grams"
76422,"Fetal malnutrition without mention of ""light-for-dates"", 500-749 grams"
76502,"Extreme immaturity, 500-749 grams"
766,Disorders relating to long gestation and high birthweight
7660,Exceptionally large baby
76621,Post-term infant
76719,Other injuries to scalp
7675,Facial nerve injury due to birth trauma
76870,"Hypoxic-ischemic encephalopathy, unspecified"
7701,Fetal and newborn aspiration
77181,Septicemia [SEPSIS] of newborn
773,Hemolytic disease of fetus or newborn due to isoimmunization
7730,Hemolytic disease of fetus or newborn due to rh isoimmunization
77589,Other neonatal endocrine and metabolic disturbances
7761,Transient neonatal thrombocytopenia
78001,Coma
78949,"Abdominal rigidity, other specified site"
7900,Abnormality of red blood cells
7908,"Viremia, unspecified"
7911,Chyluria
7915,Glycosuria
79389,Other (ABNORMAL) findings on radiological examination of breast
79391,Image test inconclusive due to excess body fat
79502,Papanicolaou smear of cervix with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H)
79503,Papanicolaou smear of cervix with low grade squamous intraepithelial lesion (LGSIL)
79508,Unsatisfactory cervical cytology smear
79510,Abnormal glandular papanicolaou smear of vagina
79571,Nonspecific serologic evidence of human immunodeficiency virus [HIV]
7967,Abnormal papanicolaou smear of anus and anal hpv
79671,Papanicolaou smear of anus with atypical squamous cells of undetermined significance (ASC-US)
7969,Other nonspecific abnormal findings
7991,Respiratory arrest
79981,Decreased libido
80004,"Closed fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80016,"Closed fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
80053,"Open fracture of vault of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness"
80063,"Open fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
80084,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80089,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified"
80095,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80100,"Closed fracture of base of skull without mention of intra cranial injury, unspecified state of consciousness"
8011,Closed fracture of base of skull with cerebral laceration and contusion
8311,Open dislocation of shoulder
832,Dislocation of elbow
8370,Closed dislocation of ankle
83905,"Closed dislocation, fifth cervical vertebra"
83952,"Open dislocation, sacrum"
8400,Acromioclavicular (JOINT) (LIGAMENT) sprain
8421,Hand sprain
84511,Sprain of tarsometatarsal (JOINT) (LIGAMENT) of foot
846,Sprains and strains of sacroiliac region
8468,Sprain of other specified sites of sacroiliac region
8472,Sprain of lumbar
85011,"Concussion, with loss of consciousness of 30 minutes or less"
85012,"Concussion, with loss of consciousness from 31 to 59 minutes"
8511,Cortex (CEREBRAL) contusion with open intracranial wound
85115,"Cortex (CEREBRAL) contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85133,"Cortex (CEREBRAL) laceration with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85151,"Cerebellar or brain stem contusion with open intracranial wound, with no loss of consciousness"
85166,"Cerebellar or brain stem laceration without mention of open intracranial wound, with loss of consciousness of unspecified duration"
8517,Cerebellar or brain stem laceration with open intracranial wound
85215,"Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85222,"Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
85230,"Subdural hemorrhage following injury with open intracranial wound, unspecified state of consciousness"
85240,"Extradural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
85306,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
71814,"Loose body in joint, hand"
71827,"Pathological dislocation of joint, ankle and foot"
71832,"Recurrent dislocation of joint, upper arm"
71844,"Contracture of joint, hand"
7189,Unspecified derangement of joint
71919,"Hemarthrosis, multiple sites"
71925,"Villonodular synovitis, pelvic region and thigh"
71939,"Palindromic rheumatism, multiple sites"
71966,"Other symptoms referable to joint, lower leg"
72271,"Intervertebral disc disorder with myelopathy, cervical region"
7239,Unspecified musculoskeletal disorders and symptoms referable to neck
724,Other and unspecified disorders of back
72700,"Synovitis and tenosynovitis, unspecified"
72703,Trigger finger (ACQUIRED)
7272,Specific bursitides often of occupational origin
72741,Ganglion of joint
72749,"Other ganglion and cyst of synovium, tendon, and bursa"
72750,"Rupture of synovium, unspecified"
72782,Calcium deposits in tendon and bursa
7279,"Unspecified disorder of synovium, tendon, and bursa"
72813,Postoperative heterotopic calcification
7299,Other and unspecified disorders of soft tissue
73004,"Acute osteomyelitis, hand"
73008,"Acute osteomyelitis, other specified sites"
73017,"Chronic osteomyelitis, ankle and foot"
73033,"Periostitis, without mention of osteomyelitis, forearm"
73079,"Osteopathy resulting from poliomyelitis, multiple sites"
73098,"Unspecified infection of bone, other specified sites"
7313,Major osseous defects
73341,Aseptic necrosis of head of humerus
7338,Malunion and nonunion of fracture
73393,Stress fracture of tibia or fibula
73396,Stress fracture of femoral neck
73604,Varus deformity of wrist (ACQUIRED)
73711,Kyphosis due to radiation
73719,Other kyphosis (ACQUIRED)
7389,Acquired deformity of unspecified site
7394,"Nonallopathic lesions, sacral region"
74259,Other specified congenital anomalies of spinal cord
9278,Crushing injury of multiple sites of upper limb
9400,Chemical burn of eyelids and periocular area
94101,Burn of unspecified degree of ear [any part]
94106,Burn of unspecified degree of scalp [any part]
94140,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, face and head, unspecified site"
942,Burn of trunk
9420,Burn of trunk unspecified degree
94313,Erythema [first degree] of upper arm
94322,"Blisters, epidermal loss [second degree] of elbow"
94324,"Blisters, epidermal loss [second degree] of axilla"
94349,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of multiple sites of upper limb, except wrist and hand"
94350,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of upper limb, unspecified site"
94353,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of upper arm"
94421,"Blisters, epidermal loss [second degree] of single digit [finger (NAIL)] other than thumb"
94423,"Blisters, epidermal loss [second degree] of two or more digits of hand, not including thumb"
94448,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of multiple sites of wrist(s) and hand(s)"
94505,Burn of unspecified degree of knee
94506,Burn of unspecified degree of thigh [any part]
94509,Burn of unspecified degree of multiple sites of lower limb(s)
94520,"Blisters, epidermal loss [second degree] of lower limb [LEG], unspecified site"
94533,Full-thickness skin loss [third degree nos] of ankle
946,Burns of multiple specified sites
9463,Full-thickness skin loss [third degree nos] of multiple specified sites
9470,Burn of mouth and pharynx
9473,Burn of gastrointestinal tract
9502,Injury to optic pathways
9513,Injury to abducens nerve
9518,Injury to other specified cranial nerves
952,Spinal cord injury without evidence of spinal bone injury
95204,C1-c4 level with other specified spinal cord injury
86380,"Injury to gastrointestinal tract, unspecified site, without mention of open wound into cavity"
8639,Injury to other and unspecified gastrointestinal sites with open wound into cavity
86409,Other injury to liver without mention of open wound into cavity
86510,"Injury to spleen with open wound into cavity, unspecified injury"
86600,"Injury to kidney without mention of open wound into cavity, unspecified injury"
8672,"Injury to ureter, without mention of open wound into cavity"
86800,"Injury to other intra-abdominal organs without mention of open wound into cavity, unspecified intra-abdominal organ"
8713,Avulsion of eye
8717,Unspecified ocular penetration
87269,"Open wound of other and multiple sites of ear, without mention of complication"
8727,Open wound of other specified parts of ear complicated
87320,"Open wound of nose, unspecified site, without mention of complication"
87343,"Open wound of lip, without mention of complication"
87375,"Open wound of palate, complicated"
8740,Open wound of larynx and trachea without mention of complication
8788,"Open wound of other and unspecified parts of genital organs (EXTERNAL), without mention of complication"
8798,"Open wound(s) (MULTIPLE) of unspecified site(s), without mention of complication"
88010,"Open wound of shoulder region, complicated"
88011,"Open wound of scapular region, complicated"
882,Open wound of hand except finger(s) alone
E8023,Railway accident involving derailment without antecedent collision injuring pedal cyclist
E8100,Motor vehicle traffic accident involving collision with train injuring driver of motor vehicle other than motorcycle
E8103,Motor vehicle traffic accident involving collision with train injuring passenger on motorcycle
E8108,Motor vehicle traffic accident involving collision with train injuring other specified person
E8112,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring motorcyclist
E8119,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring unspecified person
E8128,Other motor vehicle traffic accident involving collision with motor vehicle injuring other specified person
E8129,Other motor vehicle traffic accident involving collision with motor vehicle injuring unspecified person
E8157,Other motor vehicle traffic accident involving collision on the highway injuring pedestrian
E8170,Noncollision motor vehicle traffic accident while boarding or alighting injuring driver of motor vehicle other than motorcycle
E8184,Other noncollision motor vehicle traffic accident injuring occupant of streetcar
E8208,Nontraffic accident involving motor-driven snow vehicle injuring other specified person
E8222,Other motor vehicle nontraffic accident involving collision with moving object injuring motorcyclist
E8250,Other motor vehicle nontraffic accident of other and unspecified nature injuring driver of motor vehicle other than motorcycle
E8260,Pedal cycle accident injuring pedestrian
E8279,Animal-drawn vehicle accident injuring unspecified person
E8303,Accident to watercraft causing submersion injuring occupant of other watercraft -- other than crew
E8319,Accident to watercraft causing other injury to unspecified person
E8334,Fall on stairs or ladders in water transport injuring water skier
E8352,Other and unspecified fall in water transport injuring occupant of other watercraft -- crew
E8354,Other and unspecified fall in water transport injuring water skier
E8356,"Other and unspecified fall in water transport injuring dockers, stevedores"
E8358,Other and unspecified fall in water transport injuring other specified person
E836,Machinery accident in water transport
E8360,"Machinery accident in water transport injuring occupant of small boat, unpowered"
E8386,"Other and unspecified water transport accident injuring dockers, stevedores"
E8494,Accidents occurring in place for recreation and sport
E8504,"Accidental poisoning by aromatic analgesics, not elsewhere classified"
E8508,Accidental poisoning by other specified analgesics and antipyretics
E8531,Accidental poisoning by butyrophenone-based tranquilizers
E8532,Accidental poisoning by benzodiazepine-based tranquilizers
E8541,Accidental poisoning by psychodysleptics [HALLUCINOGENS]
E8556,Accidental poisoning by sympatholytics [ANTIADRENERGICS]
8861,"Traumatic amputation of other finger(s) (COMPLETE) (PARTIAL), complicated"
8877,"Traumatic amputation of arm and hand (COMPLETE) (PARTIAL), bilateral [any level], complicated"
8921,"Open wound of foot except toe(s) alone, complicated"
8931,"Open wound of toe(s), complicated"
8942,"Multiple and unspecified open wound of lower limb, with tendon involvement"
901,Injury to blood vessels of thorax
9013,Injury to innominate and subclavian veins
9025,Injury to iliac blood vessels
90250,"Injury to iliac vessel(s), unspecified"
90259,"Injury to iliac blood vessels, other"
90287,Injury to multiple blood vessels of abdomen and pelvis
90300,"Injury to axillary vessel(s), unspecified"
9035,Injury to digital blood vessels
90454,Injury to posterior tibial vein
9047,Injury to other specified blood vessels of lower extremity
9054,Late effect of fracture of lower extremities
9080,Late effect of internal injury to chest
9090,"Late effect of poisoning due to drug, medicinal or biological substance"
9093,Late effect of complications of surgical and medical care
9147,"Superficial foreign body (SPLINTER) of hand(s) except finger(s) alone, without major open wound, infected"
92300,Contusion of shoulder region
92420,Contusion of foot
92703,Crushing injury of upper arm
9460,"Burns of multiple specified sites, unspecified degree"
9465,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of multiple specified sites"
9471,"Burn of larynx, trachea, and lung"
94822,"Burn [any degree] involving 20-29 percent of body surface with third degree burn, 20-29%"
94874,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 40-49%"
94875,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 50-59%"
94896,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 60-69%"
95201,C1-c4 level with complete lesion of spinal cord
95209,C5-c7 level with other specified spinal cord injury
9521,Dorsal (THORACIC) spinal cord injury without evidence of spinal bone injury
9553,Injury to radial nerve
9590,Other and unspecified injury to head face and neck
962,Poisoning by hormones and synthetic substitutes
9628,Poisoning by antithyroid agents
9646,Poisoning by gamma globulin
9670,Poisoning by barbiturates
9694,Poisoning by benzodiazepine-based tranquilizers
972,Poisoning by agents primarily affecting the cardiovascular system
9722,Poisoning by antilipemic and antiarteriosclerotic drugs
9728,Poisoning by capillary-active drugs
9782,Poisoning by cholera vaccine
981,Toxic effect of petroleum products
9831,Toxic effect of acids
9851,Toxic effect of arsenic and its compounds
9858,Toxic effect of other specified metals
99565,Anaphylactic reaction due to fish
99592,Severe sepsis
99640,"Unspecified mechanical complication of internal orthopedic device, implant, and graft"
9971,"Cardiac complications, not elsewhere classified"
99851,Infected postoperative seroma
99942,Anaphylactic reaction due to vaccination
99951,Other serum reaction due to administration of blood and blood products
E0008,Other external cause status
E0020,Activities involving swimming
E0041,Activities involving rappelling
E0100,Activity involving exercise machines primarily for muscle strengthening
E013,Activities involving personal hygiene and household maintenance
E014,Activities involving person providing caregiving
E8001,Railway accident involving collision with rolling stock and injuring passenger on railway
E802,Railway accident involving derailment without antecedent collision
E8060,Other specified railway accident injuring railway employee
E8078,Railway accident of unspecified nature injuring other specified person
E8124,Other motor vehicle traffic accident involving collision with motor vehicle injuring occupant of streetcar
E8158,Other motor vehicle traffic accident involving collision on the highway injuring other specified person
E8171,Noncollision motor vehicle traffic accident while boarding or alighting injuring passenger in motor vehicle other than motorcycle
E8196,Motor vehicle traffic accident of unspecified nature injuring pedal cyclist
E8218,Nontraffic accident involving other off-road motor vehicle injuring other specified person
E8221,Other motor vehicle nontraffic accident involving collision with moving object injuring passenger in motor vehicle other than motorcycle
E8241,Other motor vehicle nontraffic accident while boarding and alighting injuring passenger in motor vehicle other than motorcycle
E8242,Other motor vehicle nontraffic accident while boarding and alighting injuring motorcyclist
E8273,Animal-drawn vehicle accident injuring occupant of animal drawn vehicle
E8278,Animal-drawn vehicle accident injuring other specified person
E8300,"Accident to watercraft causing submersion injuring occupant of small boat, unpowered"
E8307,"Accident to watercraft causing submersion, occupant of military watercraft, any type"
E8310,"Accident to watercraft causing other injury to occupant of small boat, unpowered"
E8316,"Accident to watercraft causing other injury to dockers, stevedores"
E8322,Other accidental submersion or drowning in water transport accident injuring occupant of other watercraft -- crew
E8350,"Other and unspecified fall in water transport injuring occupant of small boat, unpowered"
E8368,Machinery accident in water transport injuring other specified person
E8385,Other and unspecified water transport accident injuring swimmer
85249,"Extradural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
85254,"Extradural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
85256,"Extradural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
85303,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85316,"Other and unspecified intracranial hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration"
8541,Intracranial injury of other and unspecified nature with open intracranial wound
85419,"Intracranial injury of other and unspecified nature with open intracranial wound, with concussion, unspecified"
8600,Traumatic pneumothorax without mention of open wound into thorax
86101,Contusion of heart without mention of open wound into thorax
862,Injury to other and unspecified intrathoracic organs
8621,"Injury to diaphragm, with open wound into cavity"
8623,Injury to other specified intrathoracic organs with open wound into cavity
8632,Injury to small intestine without mention of open wound into cavity
8633,Injury to small intestine with open wound into cavity
86331,"Injury to duodenum, with open wound into cavity"
8641,Injury to liver with open wound into cavity
86511,"Injury to spleen with open wound into cavity, hematoma without rupture of capsule"
86809,Injury to other and multiple intra-abdominal organs without mention of open wound into cavity
8690,Internal injury to unspecified or ill-defined organs without mention of open wound into cavity
8703,"Penetrating wound of orbit, without mention of foreign body"
8719,Unspecified open wound of eyeball
87273,"Open wound of eustachian tube, complicated"
8735,Open wound of face complicated
87359,"Open wound of other and multiple sites of face, complicated"
87360,"Open wound of mouth, unspecified site, without mention of complication"
8760,"Open wound of back, without mention of complication"
8770,"Open wound of buttock, without mention of complication"
8363,"Dislocation of patella, closed"
83669,"Other dislocation of knee, open"
83801,"Closed dislocation of tarsal (BONE), joint unspecified"
83802,Closed dislocation of midtarsal (JOINT)
84201,Sprain of carpal (JOINT) of wrist
84209,Other sprains and strains of wrist
84513,"Sprain of interphalangeal (JOINT), toe"
847,Sprains and strains of other and unspecified parts of back
8471,Sprain of thoracic
8503,Concussion with prolonged loss of consciousness and return to pre-existing conscious level
8509,"Concussion, unspecified"
8510,Cortex (CEREBRAL) contusion without mention of open intracranial wound
85109,"Cortex (CEREBRAL) contusion without mention of open intracranial wound, with concussion, unspecified"
85131,"Cortex (CEREBRAL) laceration with open intracranial wound, with no loss of consciousness"
85135,"Cortex (CEREBRAL) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85143,"Cerebellar or brain stem contusion without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85163,"Cerebellar or brain stem laceration without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
8518,Other and unspecified cerebral laceration and contusion without mention of open intracranial wound
85180,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, unspecified state of consciousness"
85181,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with no loss of consciousness"
85233,"Subdural hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85255,"Extradural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
8531,Other and unspecified intracranial hemorrhage following injury with open intracranial wound
85410,"Intracranial injury of other and unspecified nature with open intracranial wound, unspecified state of consciousness"
85413,"Intracranial injury of other and unspecified nature with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
85415,"Intracranial injury of other and unspecified nature with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
85416,"Intracranial injury of other and unspecified nature with open intracranial wound, with loss of consciousness of unspecified duration"
80133,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness"
80162,"Open fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
80164,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8018,Open fracture of base of skull with other and unspecified intracranial hemorrhage
80182,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
80183,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness"
80196,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
8020,Closed fracture of nasal bones
80222,"Closed fracture of mandible, subcondylar"
8026,Closed fracture of orbital floor (BLOW-OUT)
80309,"Other closed skull fracture without mention of intracranial injury, with concussion, unspecified"
8031,Other closed skull fracture with cerebral laceration and contusion
80341,"Other closed skull fracture with intracranial injury of other and unspecified nature, with no loss of consciousness"
80349,"Other closed skull fracture with intracranial injury of other and unspecified nature, with concussion, unspecified"
80390,"Other open skull fracture with intracranial injury of other and unspecified nature, unspecified state of consciousness"
80410,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, unspecified state of consciousness"
80429,"Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified"
80435,"Closed fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8046,Open fractures involving skull or face with other bones with cerebral laceration and contusion
80462,"Open fractures involving skull or face with other bones, with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
80463,"Open fractures involving skull or face with other bones, with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
80464,"Open fractures involving skull or face with other bones, with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80496,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
80603,Closed fracture of c1-c4 level with central cord syndrome
80670,Open fracture of sacrum and coccyx with unspecified spinal cord injury
80706,Closed fracture of six ribs
8088,Closed unspecified fracture of pelvis
809,Ill-defined fractures of bones of trunk
78062,Postprocedural fever
78192,Abnormal posture
7842,"Swelling, mass, or lump in head and neck"
78469,Other symbolic dysfunction
78601,Hyperventilation
78723,"Dysphagia, pharyngeal phase"
7882,Retention of urine
78962,"Abdominal tenderness, left upper quadrant"
79091,Abnormal arterial blood gases
79094,Euthyroid sick syndrome
7912,Hemoglobinuria
79381,Mammographic microcalcification
79419,Other nonspecific abnormal results of function study of peripheral nervous system and special senses
79514,Papanicolaou smear of vagina with high grade squamous intraepithelial lesion (HGSIL)
79515,Vaginal high risk human papillomavirus (HPV) dna test positive
79922,Irritability
8002,Closed fracture of vault of skull with subarachnoid subdural and extradural hemorrhage
